mosi,miso
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x02
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x04
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x02
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x04
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x02
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x02
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x02
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x02
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x02
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x04
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x04
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x01
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x05
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x04
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x04
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x05
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x02
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x02
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x02
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x02
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x04
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x02
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x04
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x02
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x02
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x02
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x04
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x02
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x02
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x04
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x02
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x04
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x02
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x01
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x02
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x02
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x02
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x02
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x02
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x03
,
,
0x5E,0x80
0x01,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x01,0x02
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFD
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0x00
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFE
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFE
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFE
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFE
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFE
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFE
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0x00
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0x00
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFE
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFE
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0x01
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFE
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0x00
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0x00
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFE
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0x00
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0x00
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFE
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0x00
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFE
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFE
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFE
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFE
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFE
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFE
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFE
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFE
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0x00
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFE
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFE
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0x00
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0x00
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFE
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0x00
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFE
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0x00
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0x00
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFE
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFE
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0x00
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0x00
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0x00
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0x00
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0x00
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFD
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFC
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0x00
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0x00
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFE
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0x00
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFE
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFF
,
,
0x5E,0x80
0x02,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x02,0xFE
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xFA
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xFB
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xFB
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xFA
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xFA
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xFA
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xFA
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xFB
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xFA
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xFA
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xFA
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xFA
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xFA
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xFA
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xFA
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xFA
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xFA
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xFA
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF8
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xFA
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xFA
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF8
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xF9
,
,
0x5E,0x80
0x03,0x00
0x5F,0x80
0x80,0x00
,
,
0x1E,0x80
0x03,0xFA
,
,
